loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_macro_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
1.076165771484375,13.250301361083984,1.9823529411764708e-05,0.19607843137254902,10,,,,,,,,,,,
1.0295318603515624,25.94915199279785,1.9666666666666666e-05,0.39215686274509803,20,,,,,,,,,,,
1.0784286499023437,44.448280334472656,1.9490196078431372e-05,0.5882352941176471,30,,,,,,,,,,,
1.0649139404296875,21.8438720703125,1.9294117647058825e-05,0.7843137254901961,40,,,,,,,,,,,
1.0581817626953125,11.811591148376465,1.9098039215686277e-05,0.9803921568627451,50,,,,,,,,,,,
,,,1.0,51,0.9606025815010071,0.5392156862745098,0.27843315184513,1.4297,71.342,9.093,,,,,
1.0042373657226562,21.786705017089844,1.8901960784313725e-05,1.1764705882352942,60,,,,,,,,,,,
0.98123779296875,29.521066665649414,1.8705882352941178e-05,1.3725490196078431,70,,,,,,,,,,,
0.9858444213867188,19.0792236328125,1.850980392156863e-05,1.5686274509803921,80,,,,,,,,,,,
0.8493576049804688,33.72104263305664,1.831372549019608e-05,1.7647058823529411,90,,,,,,,,,,,
0.8319175720214844,25.00571632385254,1.811764705882353e-05,1.9607843137254903,100,,,,,,,,,,,
,,,2.0,102,0.7928293347358704,0.6372549019607843,0.4576125628757208,1.4332,71.17,9.071,,,,,
0.660281753540039,31.889053344726562,1.7921568627450983e-05,2.156862745098039,110,,,,,,,,,,,
0.63267822265625,18.098352432250977,1.772549019607843e-05,2.3529411764705883,120,,,,,,,,,,,
0.876922607421875,23.68444061279297,1.7529411764705884e-05,2.549019607843137,130,,,,,,,,,,,
0.5646106719970703,25.394001007080078,1.7333333333333336e-05,2.7450980392156863,140,,,,,,,,,,,
0.6852924346923828,29.730588912963867,1.7137254901960784e-05,2.9411764705882355,150,,,,,,,,,,,
,,,3.0,153,0.618705689907074,0.7254901960784313,0.6496916451335055,1.4235,71.653,9.132,,,,,
0.7553898811340332,29.177282333374023,1.696078431372549e-05,3.1372549019607843,160,,,,,,,,,,,
0.47142658233642576,18.588544845581055,1.6764705882352943e-05,3.3333333333333335,170,,,,,,,,,,,
0.5211994171142578,34.13654327392578,1.6568627450980395e-05,3.5294117647058822,180,,,,,,,,,,,
0.6334765434265137,16.276763916015625,1.6372549019607844e-05,3.7254901960784315,190,,,,,,,,,,,
0.5059259414672852,12.533843040466309,1.6176470588235296e-05,3.9215686274509802,200,,,,,,,,,,,
,,,4.0,204,0.6567667126655579,0.696078431372549,0.5913825757575758,1.447,70.489,8.984,,,,,
0.4486855030059814,16.162532806396484,1.5980392156862748e-05,4.117647058823529,210,,,,,,,,,,,
0.33594164848327634,3.940457582473755,1.5784313725490197e-05,4.313725490196078,220,,,,,,,,,,,
0.4093931674957275,6.912497520446777,1.558823529411765e-05,4.509803921568627,230,,,,,,,,,,,
0.3682427406311035,20.724048614501953,1.53921568627451e-05,4.705882352941177,240,,,,,,,,,,,
0.7116738796234131,29.45404052734375,1.519607843137255e-05,4.901960784313726,250,,,,,,,,,,,
,,,5.0,255,0.612589418888092,0.7254901960784313,0.6606864968209507,1.4192,71.871,9.16,,,,,
0.3203273773193359,13.379366874694824,1.5000000000000002e-05,5.098039215686274,260,,,,,,,,,,,
0.34814090728759767,14.037653923034668,1.4803921568627453e-05,5.294117647058823,270,,,,,,,,,,,
0.275428318977356,36.811580657958984,1.4607843137254903e-05,5.490196078431373,280,,,,,,,,,,,
0.39485831260681153,52.403053283691406,1.4411764705882353e-05,5.686274509803922,290,,,,,,,,,,,
0.7263586044311523,25.401826858520508,1.4215686274509805e-05,5.882352941176471,300,,,,,,,,,,,
