loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_macro_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
,,,10.0,510,0.9190512895584106,0.8627450980392157,0.8531227305737109,0.3933,259.312,33.05,,,,,
0.00112055242061615,0.05951538309454918,9.941176470588236e-06,10.196078431372548,520,,,,,,,,,,,
0.0009144425392150878,0.033672891557216644,9.745098039215686e-06,10.392156862745098,530,,,,,,,,,,,
0.0009112909436225891,0.024225065484642982,9.549019607843138e-06,10.588235294117647,540,,,,,,,,,,,
0.0010940834879875183,0.017976414412260056,9.352941176470589e-06,10.784313725490197,550,,,,,,,,,,,
0.0009618550539016724,0.037476204335689545,9.15686274509804e-06,10.980392156862745,560,,,,,,,,,,,
,,,11.0,561,0.8190985321998596,0.8627450980392157,0.8461044795276601,0.4546,224.383,28.598,,,,,
0.0008755519986152649,0.009497432969510555,8.960784313725491e-06,11.176470588235293,570,,,,,,,,,,,
0.000674322247505188,0.013643607497215271,8.764705882352942e-06,11.372549019607844,580,,,,,,,,,,,
0.0007009744644165039,0.35287046432495117,8.568627450980392e-06,11.568627450980392,590,,,,,,,,,,,
0.0005601853132247925,0.029126601293683052,8.372549019607844e-06,11.764705882352942,600,,,,,,,,,,,
0.000735531747341156,0.22427776455879211,8.176470588235295e-06,11.96078431372549,610,,,,,,,,,,,
,,,12.0,612,0.8053945899009705,0.8529411764705882,0.8344962595630152,0.4556,223.892,28.535,,,,,
0.0008370503783226013,4.437042713165283,7.980392156862747e-06,12.156862745098039,620,,,,,,,,,,,
0.0007050663232803344,0.02687591128051281,7.784313725490197e-06,12.352941176470589,630,,,,,,,,,,,
0.0005119189620018006,0.007940085604786873,7.588235294117648e-06,12.549019607843137,640,,,,,,,,,,,
0.0006171643733978271,0.011189600452780724,7.392156862745099e-06,12.745098039215687,650,,,,,,,,,,,
0.0011254265904426576,0.010066617280244827,7.1960784313725495e-06,12.941176470588236,660,,,,,,,,,,,
,,,13.0,663,0.9296003580093384,0.8627450980392157,0.8461044795276601,0.4461,228.653,29.142,,,,,
0.000498528778553009,0.011178657412528992,7e-06,13.137254901960784,670,,,,,,,,,,,
0.06576706171035766,0.008265097625553608,6.803921568627452e-06,13.333333333333334,680,,,,,,,,,,,
0.0005163624882698059,0.01215665228664875,6.6078431372549025e-06,13.529411764705882,690,,,,,,,,,,,
0.0006164386868476868,0.10462851822376251,6.411764705882354e-06,13.72549019607843,700,,,,,,,,,,,
0.0006965339183807373,1.228751301765442,6.215686274509804e-06,13.92156862745098,710,,,,,,,,,,,
,,,14.0,714,1.070382833480835,0.8529411764705882,0.8344962595630152,0.4653,219.213,27.939,,,,,
0.0005343884229660034,0.0131048783659935,6.0196078431372554e-06,14.117647058823529,720,,,,,,,,,,,
0.0006028071045875549,0.01915537752211094,5.823529411764707e-06,14.313725490196079,730,,,,,,,,,,,
0.0005658730864524841,0.021353794261813164,5.627450980392157e-06,14.509803921568627,740,,,,,,,,,,,
0.0004864916205406189,0.014574638567864895,5.431372549019608e-06,14.705882352941176,750,,,,,,,,,,,
0.0005154266953468322,0.015079102478921413,5.23529411764706e-06,14.901960784313726,760,,,,,,,,,,,
,,,15.0,765,0.9779408574104309,0.8529411764705882,0.8344962595630152,0.4528,225.288,28.713,,,,,
0.0007820755243301391,0.03420645743608475,5.03921568627451e-06,15.098039215686274,770,,,,,,,,,,,
0.002475236356258392,0.06652083247900009,4.8431372549019614e-06,15.294117647058824,780,,,,,,,,,,,
0.0004467815160751343,0.009293331764638424,4.647058823529412e-06,15.490196078431373,790,,,,,,,,,,,
0.0004111424088478088,0.007680954877287149,4.450980392156863e-06,15.686274509803921,800,,,,,,,,,,,
0.0004964962601661683,0.09941279888153076,4.254901960784314e-06,15.882352941176471,810,,,,,,,,,,,
,,,16.0,816,1.0002212524414062,0.8627450980392157,0.8489677922451032,0.4661,218.849,27.893,,,,,
0.0004239007830619812,0.027430418878793716,4.058823529411765e-06,16.07843137254902,820,,,,,,,,,,,
0.00044953674077987673,0.03239065781235695,3.862745098039216e-06,16.274509803921568,830,,,,,,,,,,,
0.00039647668600082395,0.13126809895038605,3.6666666666666666e-06,16.470588235294116,840,,,,,,,,,,,
0.00041761547327041627,0.008471662178635597,3.470588235294118e-06,16.666666666666668,850,,,,,,,,,,,
0.0003891482949256897,0.005486919544637203,3.2745098039215687e-06,16.862745098039216,860,,,,,,,,,,,
,,,17.0,867,0.995258092880249,0.8627450980392157,0.8489677922451032,0.4506,226.342,28.848,,,,,
0.0003823250532150269,0.03231385722756386,3.07843137254902e-06,17.058823529411764,870,,,,,,,,,,,
0.00041217952966690066,0.03737260773777962,2.8823529411764704e-06,17.254901960784313,880,,,,,,,,,,,
0.00041442662477493287,0.008306309580802917,2.6862745098039217e-06,17.45098039215686,890,,,,,,,,,,,
0.0003733232617378235,0.023503415286540985,2.490196078431373e-06,17.647058823529413,900,,,,,,,,,,,
0.0003796979784965515,0.02163844183087349,2.2941176470588234e-06,17.84313725490196,910,,,,,,,,,,,
,,,18.0,918,1.0363094806671143,0.8627450980392157,0.8489677922451032,0.4579,222.762,28.391,,,,,
0.0009025871753692627,0.028516052290797234,2.0980392156862747e-06,18.03921568627451,920,,,,,,,,,,,
0.060661494731903076,470.1861877441406,1.9019607843137255e-06,18.235294117647058,930,,,,,,,,,,,
0.0004171520471572876,0.005503231659531593,1.7058823529411766e-06,18.431372549019606,940,,,,,,,,,,,
0.02606750726699829,0.0048515344969928265,1.5098039215686275e-06,18.627450980392158,950,,,,,,,,,,,
0.0003917485475540161,0.009083137847483158,1.3137254901960785e-06,18.823529411764707,960,,,,,,,,,,,
,,,19.0,969,1.0026615858078003,0.8627450980392157,0.8489677922451032,0.4491,227.112,28.946,,,,,
0.0003471285104751587,0.007203228771686554,1.1176470588235296e-06,19.019607843137255,970,,,,,,,,,,,
0.00031661838293075564,0.013076700270175934,9.215686274509806e-07,19.215686274509803,980,,,,,,,,,,,
0.0004187211394309998,0.020143460482358932,7.254901960784315e-07,19.41176470588235,990,,,,,,,,,,,
0.00032613873481750487,0.013283063657581806,5.294117647058824e-07,19.607843137254903,1000,,,,,,,,,,,
0.0004515752196311951,0.020443692803382874,3.3333333333333335e-07,19.80392156862745,1010,,,,,,,,,,,
0.0003857165575027466,0.011540121398866177,1.3725490196078432e-07,20.0,1020,,,,,,,,,,,
,,,20.0,1020,0.9994686245918274,0.8627450980392157,0.8489677922451032,0.3924,259.927,33.128,,,,,
,,,20.0,1020,,,,,,,184.5061,44.226,5.528,1073502744330240.0,0.17712477970064855
